id;title;product_url;gender;price_retail;sub_categorie;categorie;age;shape;color;occasion;season
41549;FLORAL PRINT GATHERED DRESS;https://www.zara.com/us/en/floral-print-gathered-dress-p02378126.html;female;29,99;knee_length;dresses;14_24;column;yellow;creative;spring
41550;OFF-THE-SHOULDER EMBROIDERED DRESS;https://www.zara.com/us/en/off-the-shoulder-embroidered-dress-p03440058.html;female;15,99;knee_length;dresses;14_24;column;blue;casual;spring
41551;SHINY CHECKED DRESS;https://www.zara.com/us/en/shiny-checked-dress-p09006061.html;female;0;knee_length;dresses;14_24;column;black;casual;spring
41552;MINIMAL COLLECTION LONG DRESS;https://www.zara.com/us/en/minimal-collection-long-dress-p00014009.html;female;12,99;knee_length;dresses;14_24;column;blue;casual;summer
41553;CHECKED TUNIC WITH TIED BELT;https://www.zara.com/us/en/checked-tunic-with-tied-belt-p02444648.html;female;0;separates_bottoms;dresses;14_24;apple;grey;creative;summer
41554;CHECKED LINEN TUNIC;https://www.zara.com/us/en/check-linen-tunic-p03440044.html;female;0;t_shirt;dresses;14_24;column;blue;casual;spring
41555;TEXTURED CHECKED TUNIC;https://www.zara.com/us/en/textured-checked-tunic-p05039006.html;female;0;blouses;dresses;14_24;column;orange;creative;spring
41556;LINEN DRESS;https://www.zara.com/us/en/linen-dress-p00839151.html;female;17,99;knee_length;dresses;14_24;column;black;casual;spring
41557;SHIRT DRESS WITH TRIMS;https://www.zara.com/us/en/shirt-dress-with-trims-p02438201.html;female;15,99;t_shirt;dresses;14_24;column;white;casual;spring
41558;CONTRAST LACE DRESS;https://www.zara.com/us/en/contrast-lace-dress-p00594054.html;female;15,99;knee_length;dresses;14_24;column;black;casual;spring
41559;CONTRASTING POLKA DOT DRESS;https://www.zara.com/us/en/contrasting-polka-dot-dress-p00787030.html;female;15,99;sandals;dresses;14_24;apple;black;creative;summer
41560;COLOURED TEXTURED WEAVE DRESS;https://www.zara.com/us/en/coloured-textured-weave-dress-p02878162.html;female;35,9;knee_length;dresses;14_24;column;grey;creative;spring
41561;OPEN KNIT KAFTAN;https://www.zara.com/us/en/open-knit-kaftan-p08146004.html;female;12,99;coverups;dresses;14_24;apple;black;casual;summer
41562;CONTRASTING LACE DRESS;https://www.zara.com/us/en/contrasting-lace-dress-p07901037.html;female;69,9;sandals;dresses;14_24;apple;orange;creative;summer
41563;LONG SHINY DRESS;https://www.zara.com/us/en/long-shiny-dress-p02281003.html;female;9,99;knee_length;dresses;14_24;column;orange;daytime_occasion;spring
41564;STRIPED SHIRT-STYLE TUNIC;https://www.zara.com/us/en/striped-shirt-style-tunic-p09479050.html;female;12,99;t_shirt;tops;14_24;column;blue;creative;spring
41565;EMBROIDERED TUNIC DRESS;https://www.zara.com/us/en/embroidered-tunic-dress-p03440047.html;female;29,99;knee_length;dresses;14_24;column;blue;creative;spring
41566;TEXTURED DRESS WITH STRAPS;https://www.zara.com/us/en/textured-dress-with-straps-p02878159.html;female;12,99;knee_length;dresses;14_24;column;yellow;creative;spring
41567;LONG DRESS WITH SLOGAN;https://www.zara.com/us/en/long-dress-with-slogan-p05580009.html;female;12,99;knee_length;dresses;14_24;column;red;creative;summer
41569;SHINY STRIPED DRESS;https://www.zara.com/us/en/shiny-striped-dress-p09598004.html;female;99,9;knee_length;dresses;14_24;column;orange;creative;spring
41570;JACQUARD STRIPED DRESS;https://www.zara.com/us/en/jacquard-striped-dress-p05644153.html;female;12,99;knee_length;dresses;14_24;column;brown;casual;spring
41571;RIBBED DRESS WITH POLO COLLAR;https://www.zara.com/us/en/ribbed-dress-with-polo-collar-p05755007.html;female;12,99;t_shirt;dresses;14_24;column;orange;daytime_occasion;spring
41572;PLEATED TUNIC WITH BELT;https://www.zara.com/us/en/pleated-tunic-with-belt-p01131003.html;female;12,99;belts;dresses;14_24;apple;red;creative;spring
41573;LAYERED DRESS WITH LACE TRIMS;https://www.zara.com/us/en/layered-dress-with-lace-trims-p01932023.html;female;15,99;knee_length;dresses;14_24;column;black;creative;spring
41574;STRIPED JERSEY DRESS;https://www.zara.com/us/en/striped-jersey-dress-p04331005.html;female;12,99;knee_length;dresses;14_24;column;orange;casual;spring
41575;MINI DRESS WITH BOWS;https://www.zara.com/us/en/mini-dress-with-bows-p05796044.html;female;15,99;knee_length;dresses;14_24;column;blue;casual;spring
41576;LONG DRESS WITH KNOTS;https://www.zara.com/us/en/long-dress-with-knots-p06873005.html;female;12,99;knee_length;dresses;14_24;column;yellow;daytime_occasion;summer
41577;STRIPED GATHERED DRESS;https://www.zara.com/us/en/striped-gathered-dress-p02878155.html;female;12,99;knee_length;dresses;14_24;column;orange;casual;spring
41578;LIMITED EDITION SHIMMERY DRESS;https://www.zara.com/us/en/limited-edition-shimmery-dress-p04760003.html;female;12,99;maxi;dresses;14_24;column;red;daytime_occasion;spring
41579;WOMAN PRINT DRESS;https://www.zara.com/us/en/woman-print-dress-p05580006.html;female;12,99;t_shirt;dresses;14_24;column;orange;creative;spring
41580;LONG STRAPPY DRESS;https://www.zara.com/us/en/long-strappy-dress-p01509010.html;female;17,99;knee_length;dresses;14_24;column;black;daytime_occasion;spring
41581;MULTICOLORED CROCHET DRESS;https://www.zara.com/us/en/multicolored-crochet-dress-p04193002.html;female;12,99;knee_length;dresses;14_24;column;green;creative;spring
41582;PLEATED POLKA DOT DRESS;https://www.zara.com/us/en/pleated-polka-dot-dress-p09878057.html;female;15,99;knee_length;dresses;14_24;column;black;creative;spring
41583;DRESS WITH ASYMMETRIC COLLAR;https://www.zara.com/us/en/dress-with-asymmetric-collar-p07568013.html;female;12,99;knee_length;dresses;14_24;column;grey;casual;spring
41584;EMBROIDERED AND SEQUINNED DRESS;https://www.zara.com/us/en/embroidered-and-sequinned-dress-p03440050.html;female;12,99;knee_length;dresses;14_24;column;blue;daytime_occasion;spring
41585;DRESS WITH SCARF DETAIL;https://www.zara.com/us/en/dress-with-scarf-detail-p01639071.html;female;15,99;knee_length;dresses;14_24;column;blue;creative;spring
41586;CONTRAST FABRIC LACE DRESS;https://www.zara.com/us/en/contrast-fabric-lace-dress-p01608053.html;female;15,99;knee_length;dresses;14_24;column;black;creative;spring
41587;FAUX SUEDE DRESS WITH ZIP;https://www.zara.com/us/en/faux-suede-dress-with-zip-p09929153.html;female;17,99;knee_length;dresses;14_24;column;black;creative;spring
41588;DRESS WITH CAPE SLEEVES;https://www.zara.com/us/en/dress-with-cape-sleeves-p01165160.html;female;17,99;knee_length;dresses;14_24;column;black;creative;spring
41589;DRESS WITH BOW;https://www.zara.com/us/en/dress-with-bow-p02213840.html;female;15,99;knee_length;dresses;14_24;column;red;creative;spring
41590;CONTRAST PRINTED DRESS;https://www.zara.com/us/en/contrast-printed-dress-p02242109.html;female;69,9;knee_length;dresses;14_24;column;red;creative;spring
41591;TEXTURED PLEATED DRESS;https://www.zara.com/us/en/textured-pleated-dress-p05039005.html;female;12,99;knee_length;dresses;14_24;column;yellow;daytime_occasion;spring
41592;LIMITED EDITION SEQUINNED DRESS;https://www.zara.com/us/en/limited-edition-sequinned-dress-p06206001.html;female;119;maxi;dresses;14_24;column;grey;creative;spring
41593;THREE-TONE DRESS WITH POLO COLLAR;https://www.zara.com/us/en/three-tone-dress-with-polo-collar-p00264008.html;female;12,99;knee_length;dresses;14_24;column;green;casual;spring
41594;CHECKED DRESS WITH FLORAL EMBROIDERY;https://www.zara.com/us/en/check-dress-with-floral-embroidery-p05107045.html;female;0;knee_length;dresses;14_24;column;brown;casual;spring
41595;SMOCKED CHECKED DRESS;https://www.zara.com/us/en/smocked-check-dress-p04786049.html;female;0;knee_length;dresses;14_24;column;orange;casual;spring
41596;SHINY JACQUARD DRESS;https://www.zara.com/us/en/shiny-jacquard-dress-p06771007.html;female;9,99;knee_length;dresses;14_24;column;orange;daytime_occasion;spring
41597;SUEDE EFFECT DRESS;https://www.zara.com/us/en/suede-effect-dress-p02398032.html;female;15,99;knee_length;dresses;14_24;column;green;creative;spring
41598;LONG STRIPED DRESS;https://www.zara.com/us/en/long-striped-dress-p05216045.html;female;69,9;knee_length;dresses;14_24;column;grey;creative;spring
41599;HERON PRINT DRESS;https://www.zara.com/us/en/heron-print-dress-p02306129.html;female;15,99;knee_length;dresses;14_24;column;blue;creative;spring
41600;DRESS WITH CONTRASTING TRIMS;https://www.zara.com/us/en/dress-with-contrasting-trims-p02398029.html;female;15,99;sandals;tops;14_24;apple;blue;casual;summer
41601;SIDE STRIPE DRESS;https://www.zara.com/us/en/side-stripe-dress-p03859006.html;female;12,99;knee_length;dresses;14_24;column;black;creative;spring
41602;TUNIC WITH LACE TRIMS;https://www.zara.com/us/en/tunic-with-lace-trims-p02108021.html;female;15,99;blouses;dresses;14_24;column;black;creative;spring
41603;DRESS WITH PEARL BUTTONS;https://www.zara.com/us/en/dress-with-pearl-buttons-p02389559.html;female;15,99;knee_length;dresses;14_24;column;black;creative;spring
41604;CONTRAST DRESS;https://www.zara.com/us/en/contrast-dress-p00594051.html;female;29,99;knee_length;dresses;14_24;column;black;creative;spring
41605;DRESS WITH CONTRASTING RIBBED DETAIL;https://www.zara.com/us/en/dress-with-contrasting-ribbed-detail-p04886059.html;female;15,99;sandals;dresses;14_24;apple;orange;casual;summer
41606;SHINY DRESS;https://www.zara.com/us/en/sparkly-dress-p00264156.html;female;12,99;knee_length;dresses;14_24;column;grey;evening_occasion;spring
41607;PRINTED LINEN DRESS WITH BIB;https://www.zara.com/us/en/printed-linen-dress-with-bib-p02731048.html;female;12,99;knee_length;dresses;14_24;column;green;daytime_occasion;spring
41608;MINI DRESS WITH PRINT;https://www.zara.com/us/en/mini-dress-with-print-p02183047.html;female;49,9;knee_length;dresses;14_24;column;red;creative;spring
41609;COMBINED BIB FRONT DRESS;https://www.zara.com/us/en/combined-bib-front-dress-p02731045.html;female;29,99;knee_length;dresses;14_24;column;grey;creative;summer
41610;EMBROIDERED TUNIC;https://www.zara.com/us/en/embroidered-tunic-p03440042.html;female;29,99;blouses;dresses;14_24;column;red;daytime_occasion;spring
41611;SWEATER DRESS;https://www.zara.com/us/en/sweater-dress-p06254002.html;female;12,99;knee_length;dresses;14_24;column;black;creative;spring
41612;TWO-TONE DRESS;https://www.zara.com/us/en/two-tone-dress-p04228100.html;female;12,99;knee_length;dresses;14_24;column;red;daytime_occasion;spring
41613;STRIPED SATIN DRESS;https://www.zara.com/us/en/striped-satin-dress-p01165057.html;female;69,9;knee_length;dresses;14_24;column;blue;creative;spring
41614;CROSSOVER DRESS;https://www.zara.com/us/en/crossover-dress-p04204103.html;female;12,99;maxi;dresses;14_24;column;orange;creative;spring
41615;CONTRASTING FAUX SUEDE DRESS;https://www.zara.com/us/en/contrasting-faux-suede-dress-p02398021.html;female;15,99;sandals;dresses;14_24;apple;black;casual;summer
41616;PLEATED DRESS;https://www.zara.com/us/en/pleated-dress-p00219022.html;female;39,9;knee_length;dresses;14_24;column;red;creative;spring
41617;SHIMMERY DRESS WITH BOW;https://www.zara.com/us/en/shimmery-dress-with-bow-p03184019.html;female;12,99;knee_length;dresses;14_24;column;blue;creative;summer
41618;OVERSIZED DENIM DRESS;https://www.zara.com/us/en/oversized-denim-dress-p08574021.html;female;15,99;knee_length;dresses;14_24;column;blue;casual;spring
41619;TWO-TONE MESH TUNIC;https://www.zara.com/us/en/two-tone-mesh-tunic-p05584151.html;female;9,99;knee_length;dresses;14_24;column;blue;creative;spring
41620;FLORAL AND POLKA DOT PRINT DRESS;https://www.zara.com/us/en/floral-and-polka-dot-print-dress-p02339123.html;female;29,99;knee_length;dresses;14_24;column;blue;casual;spring
41621;MICRO-PLEATED LONG DRESS;https://www.zara.com/us/en/micro-pleated-long-dress-p06050151.html;female;12,99;knee_length;dresses;14_24;column;blue;creative;spring
41622;DRESS WITH CONTRASTING BIB FRONT;https://www.zara.com/us/en/dress-with-contrasting-bib-front-p02343840.html;female;29,99;knee_length;dresses;14_24;column;black;creative;summer
41623;DRESS WITH BEJEWELLED COLLAR AND BOW;https://www.zara.com/us/en/dress-with-bejewelled-collar-and-bow-p01639058.html;female;9,99;knee_length;dresses;14_24;column;black;creative;spring
41624;CONTRASTING SHIRT DRESS;https://www.zara.com/us/en/contrasting-shirt-dress-p01639062.html;female;15,99;knee_length;dresses;14_24;column;blue;casual;summer
41625;CHECKED PATCHWORK TUNIC;https://www.zara.com/us/en/checked-patchwork-tunic-p04043063.html;female;0;knee_length;dresses;14_24;column;blue;casual;spring
41626;DRAPED SHOULDER DRESS;https://www.zara.com/us/en/draped-shoulder-dress-p05644102.html;female;12,99;knee_length;dresses;14_24;column;black;creative;spring
41627;STRIPED DRESS WITH PLEATS;https://www.zara.com/us/en/striped-dress-with-pleats-p02878158.html;female;17,99;knee_length;dresses;14_24;column;nude;daytime_occasion;spring
41628;BALLOON DRESS;https://www.zara.com/us/en/balloon-dress-p00858001.html;female;12,99;blouses;dresses;14_24;column;blue;casual;spring
41629;MINI DRESS;https://www.zara.com/us/en/mini-dress-p02261682.html;female;29,99;knee_length;dresses;14_24;column;red;casual;spring
41630;LINEN TUNIC WITH CONTRASTING LACE;https://www.zara.com/us/en/linen-tunic-with-contrasting-lace-p04786076.html;female;29,99;sandals;dresses;14_24;apple;black;casual;summer
41631;LONG OPEN KNIT DRESS;https://www.zara.com/us/en/long-open-knit-dress-p04938001.html;female;12,99;knee_length;dresses;14_24;column;red;creative;spring
41632;CONTRAST TUNIC;https://www.zara.com/us/en/contrast-tunic-p02042615.html;female;29,99;blouses;dresses;14_24;column;blue;casual;spring
41633;CHECKED TUNIC;https://www.zara.com/us/en/checked-tunic-p04786060.html;female;0;blouses;dresses;14_24;column;blue;casual;spring
41634;LONG DEVOR? VELVET DRESS;https://www.zara.com/us/en/long-devor?-velvet-dress-p02712012.html;female;12,99;knee_length;dresses;14_24;column;orange;casual;spring
41635;POLKA DOT DRESS WITH BOW;https://www.zara.com/us/en/polka-dot-dress-with-bow-p00858002.html;female;12,99;knee_length;dresses;14_24;column;red;casual;spring
41636;OVERSIZED DRESS WITH BOWS;https://www.zara.com/us/en/oversized-dress-with-bows-p04770002.html;female;12,99;blouses;dresses;14_24;column;orange;creative;spring
41637;TUNIC WITH CONTRASTING MICRO-PLEATED SLEEVES;https://www.zara.com/us/en/tunic-with-contrasting-micro-pleated-sleeves-p00594052.html;female;29,99;blouses;dresses;14_24;column;blue;casual;summer
41638;SHIRT DRESS;https://www.zara.com/us/en/shirt-dress-p02304712.html;female;19,99;knee_length;dresses;14_24;column;red;casual;spring
41639;POPLIN DRESS WITH CONTRASTING CHECKED TOP;https://www.zara.com/us/en/poplin-dress-with-contrasting-checked-top-p03633051.html;female;0;t_shirt;dresses;14_24;column;grey;casual;spring
41640;MINI DRESS WITH POMPOMS;https://www.zara.com/us/en/mini-dress-with-pompoms-p09479264.html;female;15,99;knee_length;dresses;14_24;column;black;creative;spring
41641;CHECKED MINI DRESS;https://www.zara.com/us/en/checked-mini-dress-p04437309.html;female;49,9;knee_length;dresses;14_24;column;grey;casual;spring
41642;LINEN TUNIC WITH POMPOM TRIMS;https://www.zara.com/us/en/linen-tunic-with-pompom-trims-p02731052.html;female;19,99;blouses;dresses;14_24;column;black;casual;spring
41643;VERTICAL STRIPE DRESS;https://www.zara.com/us/en/vertical-stripe-dress-p01822101.html;female;12,99;maxi;dresses;14_24;column;black;creative;spring
41644;PRINTED DRESS WITH BELT;https://www.zara.com/us/en/print-dress-with-belt-p02270117.html;female;29,99;knee_length;dresses;14_24;column;red;casual;spring
41645;KNIT MIDI DRESS;https://www.zara.com/us/en/knit-midi-dress-p01384002.html;female;12,99;knee_length;dresses;14_24;column;black;creative;spring
41646;DRESS WITH FRILLED SLEEVES;https://www.zara.com/us/en/dress-with-frilled-sleeves-p02318888.html;female;9,99;knee_length;dresses;14_24;column;pink;creative;spring
41647;SHORT DRESS;https://www.zara.com/us/en/short-dress-p08644040.html;female;15,99;knee_length;dresses;14_24;column;black;creative;spring
41648;MESH DRESS WITH ASYMMETRIC HEM;https://www.zara.com/us/en/mesh-dress-with-asymmetric-hem-p02878163.html;female;12,99;knee_length;dresses;14_24;column;brown;casual;spring
41649;OPENWORK KAFTAN;https://www.zara.com/us/en/openwork-kaftan-p04762002.html;female;12,99;coverups;coats;14_24;apple;grey;creative;summer
41653;STRIPED DRESS;https://www.zara.com/us/en/striped-dress-p05580034.html;female;12,99;knee_length;dresses;14_24;column;green;creative;spring
41654;POLKA DOT DRESS;https://www.zara.com/us/en/polka-dot-dress-p01198027.html;female;12,99;knee_length;dresses;14_24;column;green;casual;spring
41655;COMBINED DRESS;https://www.zara.com/us/en/combined-dress-p05644024.html;female;12,99;knee_length;dresses;14_24;column;grey;casual;spring
41656;FULL SLEEVE DRESS;https://www.zara.com/us/en/full-sleeve-dress-p05039050.html;female;12,99;knee_length;dresses;14_24;column;black;creative;spring
41657;KNOTTED TUNIC;https://www.zara.com/us/en/knotted-tunic-p01165022.html;female;9,99;blouses;dresses;14_24;column;black;creative;spring
41658;DRESS WITH RUFFLES AND PEARL BEADS;https://www.zara.com/us/en/dress-with-ruffles-and-pearl-beads-p02305821.html;female;15,99;bracelets_charms_cuffs;dresses;14_24;apple;green;creative;spring
41659;CHECKED DRESS WITH PEARL BEADS;https://www.zara.com/us/en/checked-dress-with-pearl-beads-p03564056.html;female;0;scarves;dresses;14_24;apple;orange;creative;spring
41660;COLOURFUL MULTI-STRIPED DRESS;https://www.zara.com/us/en/colourful-multi-striped-dress-p03390001.html;female;9,99;knee_length;dresses;14_24;column;orange;casual;spring
41661;LONG DRESS WITH STRIPE DETAIL;https://www.zara.com/us/en/long-dress-with-stripe-detail-p03284001.html;female;17,99;knee_length;dresses;14_24;column;black;creative;spring
41662;CONTRASTING RIBBED DRESS;https://www.zara.com/us/en/contrasting-ribbed-dress-p07568023.html;female;12,99;knee_length;dresses;14_24;column;black;casual;spring
41663;POLKA DOT SHIRT DRESS;https://www.zara.com/us/en/polka-dot-shirt-dress-p01608051.html;female;15,99;t_shirt;dresses;14_24;column;white;casual;spring
41664;KNIT DRESS;https://www.zara.com/us/en/knit-dress-p06254008.html;female;12,99;knee_length;dresses;14_24;column;black;creative;spring
41665;FLOWING DRESS WITH CONTRASTING TRIM;https://www.zara.com/us/en/flowing-dress-with-contrasting-trim-p02151997.html;female;49,9;sandals;dresses;14_24;apple;nude;casual;summer
41666;STRIPED RIBBED DRESS;https://www.zara.com/us/en/striped-ribbed-dress-p02298005.html;female;17,99;knee_length;dresses;14_24;column;black;casual;spring
41667;VELVET DRESS WITH TRIMS;https://www.zara.com/us/en/velvet-dress-with-trims-p02191836.html;female;15,99;knee_length;dresses;14_24;column;blue;casual;spring
41668;KNIT DRESS WITH HOOD;https://www.zara.com/us/en/knit-dress-with-hood-p09598003.html;female;12,99;knee_length;dresses;14_24;column;orange;casual;spring
41669;PRINTED DRESS WITH ELASTIC DETAIL;https://www.zara.com/us/en/print-dress-with-elastic-detail-p08667246.html;female;15,99;knee_length;dresses;14_24;column;orange;casual;spring
41681;LONG POLKA DOT DRESS;https://www.zara.com/us/en/long-polka-dot-dress-p03198040.html;female;29,99;knee_length;dresses;14_24;column;grey;creative;spring
41682;DRESS WITH VELVET TRIMS;https://www.zara.com/us/en/dress-with-velvet-trims-p02008705.html;female;15,99;knee_length;dresses;14_24;column;black;creative;spring
41683;DOUBLE-BREASTED DRESS WITH PEARL BEADS;https://www.zara.com/us/en/double-breasted-dress-with-pearl-beads-p06254016.html;female;12,99;bracelets_charms_cuffs;dresses;14_24;apple;black;creative;spring
41684;SHINY PRINT PLEATED DRESS;https://www.zara.com/us/en/shiny-print-pleated-dress-p03184018.html;female;12,99;knee_length;dresses;14_24;column;orange;daytime_occasion;spring
41686;POLKA DOT STRETCH DRESS;https://www.zara.com/us/en/polka-dot-stretch-dress-p05644315.html;female;12,99;knee_length;dresses;14_24;column;red;casual;spring
41687;POLKA DOT ASYMMETRIC DRESS;https://www.zara.com/us/en/polka-dot-asymmetric-dress-p08342109.html;female;49,9;knee_length;dresses;14_24;column;blue;creative;spring
41688;STRIPED MIDI DRESS;https://www.zara.com/us/en/striped-midi-dress-p02060400.html;female;17,99;knee_length;dresses;14_24;column;blue;creative;spring
41689;MULTICOLOURED MESH DRESS;https://www.zara.com/us/en/multicoloured-mesh-dress-p01198078.html;female;9,99;knee_length;dresses;14_24;column;pink;creative;summer
41690;RIBBED STRAPPY DRESS;https://www.zara.com/us/en/ribbed-strappy-dress-p05644322.html;female;25,9;knee_length;dresses;14_24;column;yellow;casual;spring
41691;TWEED HALTERNECK DRESS;https://www.zara.com/us/en/tweed-halterneck-dress-p01131380.html;female;29,9;knee_length;dresses;14_24;column;orange;casual;spring
41692;SEMI-SHEER POLKA DOT DRESS;https://www.zara.com/us/en/semi-sheer-polka-dot-dress-p00909305.html;female;9,99;maxi;dresses;14_24;column;orange;creative;spring
41693;V-NECK DRESS;https://www.zara.com/us/en/v-neck-dress-p05584109.html;female;9,99;knee_length;dresses;14_24;column;black;creative;spring
41694;EMBROIDERED STRIPED DRESS;https://www.zara.com/us/en/embroidered-striped-dress-p00881332.html;female;17,99;knee_length;dresses;14_24;column;grey;casual;spring
41695;SHIRT DRESS WITH SIDE STRIPE DETAIL;https://www.zara.com/us/en/shirt-dress-with-side-stripe-detail-p02728202.html;female;12,99;t_shirt;dresses;14_24;column;white;casual;spring
41696;JUMPSUIT DRESS WITH COLLAR;https://www.zara.com/us/en/jumpsuit-dress-with-collar-p02595163.html;female;12,99;knee_length;dresses;14_24;column;blue;casual;spring
41697;MINI DRESS WITH COLLAR;https://www.zara.com/us/en/mini-dress-with-collar-p06929007.html;female;12,99;knee_length;dresses;14_24;column;black;creative;spring
41698;CROSSOVER JUMPSUIT DRESS;https://www.zara.com/us/en/crossover-jumpsuit-dress-p07385117.html;female;17,99;knee_length;dresses;14_24;column;pink;creative;spring
41699;LONG RUSTIC DRESS;https://www.zara.com/us/en/long-rustic-dress-p06929008.html;female;17,99;knee_length;dresses;14_24;column;grey;creative;summer
41700;PERFORATED DRESS WITH EMBROIDERY;https://www.zara.com/us/en/perforated-dress-with-embroidery-p03136125.html;female;17,99;sandals;dresses;14_24;apple;white;creative;spring
41701;FADED DRESS WITH PRINT;https://www.zara.com/us/en/faded-dress-with-print-p05461002.html;female;12,99;knee_length;dresses;14_24;column;yellow;casual;spring
41702;DRESS WITH KNOT AT THE BACK;https://www.zara.com/us/en/dress-with-knot-at-the-back-p02590037.html;female;17,99;blouses;dresses;14_24;column;grey;casual;spring
41703;EMBROIDERED DRESS;https://www.zara.com/us/en/embroidered-dress-p00881035.html;female;49,9;knee_length;dresses;14_24;column;blue;casual;spring
41704;BASIC DRESS;https://www.zara.com/us/en/basic-dress-p04174017.html;female;19,9;coverups;dresses;14_24;apple;blue;creative;summer
41705;EMBROIDERED DRESS WITH POMPOMS;https://www.zara.com/us/en/embroidered-dress-with-pompoms-p00881033.html;female;17,99;knee_length;dresses;14_24;column;blue;creative;summer
41706;STRIPED DRESS WITH KNOTS;https://www.zara.com/us/en/striped-dress-with-knots-p00264308.html;female;12,99;knee_length;dresses;14_24;column;red;casual;summer
41707;ROBE DRESS WITH BUTTONS;https://www.zara.com/us/en/robe-dress-with-buttons-p05107051.html;female;17,99;knee_length;dresses;14_24;column;white;casual;summer
41708;DRESS WITH SLOGAN AND GATHERED DETAIL;https://www.zara.com/us/en/dress-with-slogan-and-gathered-detail-p00909308.html;female;9,99;knee_length;dresses;14_24;column;black;casual;summer
41709;EMBROIDERED DENIM TUNIC DRESS;https://www.zara.com/us/en/embroidered-denim-tunic-dress-p00881031.html;female;17,99;knee_length;dresses;14_24;column;blue;casual;spring
41710;STRIPED AND EMBROIDERED DRESS;https://www.zara.com/us/en/striped-and-embroidered-dress-p00881329.html;female;49,9;knee_length;dresses;14_24;column;grey;casual;spring
41711;STRIPED DRESS WITH POMPOMS;https://www.zara.com/us/en/striped-dress-with-pompoms-p07521108.html;female;17,99;knee_length;dresses;14_24;column;white;casual;summer
41712;DRESS WITH BUTTONS AND KNOTTED DETAILS;https://www.zara.com/us/en/dress-with-buttons-and-knotted-details-p08342117.html;female;49,9;blouses;dresses;14_24;column;pink;casual;spring
41713;DRESS WITH CONTRASTING RIBBONS;https://www.zara.com/us/en/dress-with-contrasting-ribbons-p02644312.html;female;45,9;sandals;dresses;14_24;apple;white;creative;summer
41714;STRAPPY DRESS;https://www.zara.com/us/en/strappy-dress-p06050090.html;female;29,9;knee_length;dresses;14_24;column;nude;creative;summer
41715;DRESS WITH RUFFLED ARMHOLES AND SLOGAN;https://www.zara.com/us/en/dress-with-ruffled-armholes-and-slogan-p04770308.html;female;9,99;knee_length;dresses;14_24;column;grey;creative;summer
41716;DRESS WITH CLASPS;https://www.zara.com/us/en/dress-with-clasps-p06050089.html;female;9,99;knee_length;dresses;14_24;column;black;creative;summer
41717;STRIPED TUNIC DRESS;https://www.zara.com/us/en/striped-tunic-dress-p06050083.html;female;9,99;knee_length;dresses;14_24;column;black;creative;spring
41718;DRESS WITH RUFFLE NECKLINE;https://www.zara.com/us/en/dress-with-ruffle-neckline-p01971080.html;female;9,99;maxi;dresses;14_24;column;purple;casual;spring
41719;PRINTED PLEATED DRESS;https://www.zara.com/us/en/printed-pleated-dress-p08342116.html;female;45,9;knee_length;dresses;14_24;column;red;creative;spring
41720;SHORT GATHERED DRESS;https://www.zara.com/us/en/short-gathered-dress-p07385119.html;female;17,99;knee_length;dresses;14_24;column;yellow;casual;spring
41721;MIDI DRESS WITH BUTTONS;https://www.zara.com/us/en/midi-dress-with-buttons-p05400101.html;female;69,9;knee_length;dresses;14_24;column;white;creative;spring
41722;PRINTED HIGH NECK DRESS;https://www.zara.com/us/en/printed-high-neck-dress-p03184016.html;female;17,99;knee_length;dresses;14_24;column;purple;creative;spring
41724;ASYMMETRIC FLOWING DRESS;https://www.zara.com/us/en/asymmetric-flowing-dress-p05584086.html;female;9,99;knee_length;dresses;14_24;column;blue;creative;summer
41725;FLORAL TEXTURED DRESS;https://www.zara.com/us/en/floral-textured-dress-p06050087.html;female;9,99;knee_length;dresses;14_24;column;pink;creative;spring
41726;EMBROIDERED DRESS WITH TASSELS;https://www.zara.com/us/en/embroidered-dress-with-tassels-p00881147.html;female;17,99;knee_length;dresses;14_24;column;white;creative;spring
41727;EMBROIDERED SHORT DRESS;https://www.zara.com/us/en/embroidered-short-dress-p09061101.html;female;17,99;knee_length;dresses;14_24;column;grey;casual;spring
41728;CROSSOVER DRESS WITH BELT;https://www.zara.com/us/en/crossover-dress-with-belt-p07385113.html;female;17,99;maxi;dresses;14_24;column;black;creative;spring
41729;RIBBED DRESS WITH BUTTONS;https://www.zara.com/us/en/ribbed-dress-with-buttons-p04174002.html;female;9,99;knee_length;dresses;14_24;column;yellow;casual;spring
41730;EMBROIDERED DENIM DRESS;https://www.zara.com/us/en/embroidered-denim-dress-p07521081.html;female;17,99;knee_length;dresses;14_24;column;blue;casual;spring
41731;EMBROIDERED DRESS WITH BOW;https://www.zara.com/us/en/embroidered-dress-with-bow-p07521124.html;female;17,99;knee_length;dresses;14_24;column;grey;creative;spring
41732;TEXTURED DRESS WITH RUFFLED SLEEVES;https://www.zara.com/us/en/textured-dress-with-ruffled-sleeves-p03633071.html;female;9,99;knee_length;dresses;14_24;column;black;casual;spring
41733;MULTICOLOURED PLEATED DRESS;https://www.zara.com/us/en/multicoloured-pleated-dress-p04215070.html;female;9,99;knee_length;dresses;14_24;column;red;daytime_occasion;spring
41734;DRESS WITH LACE SLEEVES;https://www.zara.com/us/en/dress-with-lace-sleeves-p05039081.html;female;9,99;knee_length;dresses;14_24;column;orange;creative;spring
